u2,5807,100.12
i359.94,-0.38,-3.50
i3.94,-1.44,-1.44
u4,1037,17.88
i4.00,-1.44,-1.44
u5,2129,36.71
i3.94,-1.44,-1.50
u6,0,0.00
i3.94,-1.44,-1.44
u7,0,0.00
i3.94,-1.44,-1.44
u4,1037,17.88
i4.00,-1.44,-1.44
u5,2129,36.71
i3.94,-1.44,-1.50
u6,0,0.00
i3.94,-1.44,-1.44
u7,0,0.00
i3.94,-1.44,-1.44
u0,0,0.00
i359.81,-0.50,-5.31
u1,5,0.09
i359.81,-0.44,-5.31
u2,503,8.67
i359.81,-0.50,-5.19
u3,328,5.66
i359.75,-0.44,-5.25
u4,605,10.43
i359.81,-0.50,-5.19
u5,2107,36.33
i359.81,-0.50,-5.13
u6,0,0.00
i359.75,-0.44,-5.00
u7,0,0.00
i359.75,-0.50,-5.00
u0,520,8.97
i359.63,-0.50,-4.94
u1,358,6.17
i359.63,-0.50,-4.81
u2,3974,68.52
i359.75,-0.50,-4.81
u3,1636,28.21
i359.63,-0.50,-4.69
u4,4052,69.86
i359.56,-0.50,-4.69
u5,2131,36.74
i359.56,-0.56,-4.44
u6,0,0.00
i359.63,-0.50,-4.38
u7,0,0.00
i359.63,-0.50,-4.31
u0,0,0.00
i359.75,-0.50,-4.38
u1,1193,20.57
i359.81,-0.44,-4.38
u2,4442,76.59
i359.81,-0.44,-4.38
u3,6641,114.50
i359.75,-0.44,-4.38
u4,4541,78.29
i359.69,-0.44,-4.31
u5,2137,36.84
i359.69,-0.44,-4.31
u6,0,0.00
i359.69,-0.44,-4.25
u7,0,0.00
i359.56,-0.44,-4.25
u0,0,0.00
i359.69,-0.44,-4.19
u1,1199,20.67
i359.69,-0.44,-4.19
u2,7601,131.05
i359.50,-0.38,-4.25
u3,1945,33.53
i359.50,-0.38,-4.25
u4,4402,75.90
i359.88,-0.44,-4.31
u5,2122,36.59
i0.31,-0.44,-4.31
u6,0,0.00
i0.25,-0.44,-4.31
u7,0,0.00
i0.00,-0.38,-4.25
u0,11020,190.00
i0.00,-0.38,-4.19
u1,1199,20.67
i0.06,-0.38,-4.06
u2,8005,138.02
i0.06,-0.38,-4.06
u3,7157,123.40
i0.19,-0.38,-4.06
u4,4577,78.91
i0.25,-0.44,-4.13
u5,2143,36.95
i0.25,-0.44,-4.06
u6,0,0.00
i0.19,-0.38,-3.94
u7,0,0.00
i0.00,-0.38,-3.88
u0,10706,184.59
i359.81,-0.31,-3.94
u1,1217,20.98
i359.88,-0.38,-3.94
u2,4714,81.28
i359.94,-0.38,-4.00
u3,3257,56.16
i0.06,-0.38,-3.94
u4,5576,96.14
i0.06,-0.38,-3.94
u5,2116,36.48
i0.06,-0.38,-3.94
u6,0,0.00
i0.06,-0.38,-3.94
u7,0,0.00
i0.06,-0.38,-3.94
u0,21511,370.88
i0.25,-0.38,-3.94
u1,1223,21.09
i0.00,-0.38,-3.94
u2,3658,63.07
i0.00,-0.38,-4.00
u3,8207,141.50
i0.38,-0.38,-4.00
u4,3989,68.78
i0.56,-0.38,-4.00
u5,2140,36.90
i0.50,-0.38,-4.00
u6,0,0.00
i0.50,-0.38,-4.00
u7,0,0.00
i0.38,-0.38,-4.00
u0,21124,364.21
i0.31,-0.38,-3.88
u1,1237,21.33
i0.31,-0.38,-3.81
u2,6515,112.33
i0.38,-0.38,-3.81
u3,3268,56.34
i0.50,-0.38,-3.81
u4,4003,69.02
i0.50,-0.38,-3.81
u5,2137,36.84
i0.38,-0.38,-3.75
u6,0,0.00
i0.38,-0.38,-3.75
u7,0,0.00
i0.38,-0.38,-3.75
u0,20896,360.28
i0.38,-0.38,-3.69
u1,1265,21.81
i0.38,-0.38,-3.69
u2,8309,143.26
i0.44,-0.38,-3.69
u3,6271,108.12
i0.50,-0.44,-3.69
u4,4265,73.53
i0.63,-0.44,-3.69
u5,2116,36.48
i0.75,-0.44,-3.75
u6,0,0.00
i0.81,-0.44,-3.75
u7,0,0.00
i0.69,-0.44,-3.69
u0,20704,356.97
i0.31,-0.50,-3.69
u1,1282,22.10
i0.13,-0.50,-3.69
u2,3697,63.74
i0.06,-0.50,-3.69
u3,1178,20.31
i359.94,-0.50,-3.63
u4,4514,77.83
i0.00,-0.50,-3.63
u5,2131,36.74
i0.13,-0.50,-3.63
u6,0,0.00
i0.19,-0.50,-3.63
u7,0,0.00
i0.31,-0.50,-3.56
u0,20405,351.81
i0.44,-0.50,-3.56
u1,1288,22.21
i0.44,-0.50,-3.56
u2,3848,66.34
i0.44,-0.44,-3.56
u3,6595,113.71
i0.38,-0.44,-3.56
u4,4484,77.31
i0.31,-0.44,-3.56
u5,2125,36.64
i0.19,-0.44,-3.56
u6,0,0.00
i0.25,-0.44,-3.56
u7,0,0.00
i0.31,-0.50,-3.63
u0,20132,347.10
i0.56,-0.50,-3.69
u1,1307,22.53
i0.75,-0.44,-3.75
u2,4514,77.83
i0.88,-0.44,-3.75
u3,1778,30.66
i0.94,-0.44,-3.69
u4,0,0.00
i0.94,-0.44,-3.63
u5,2128,36.69
i0.88,-0.44,-3.56
u6,0,0.00
i0.63,-0.44,-3.56
u7,0,0.00
i0.44,-0.44,-3.56
u0,20189,348.09
i0.50,-0.38,-3.63
u1,1331,22.95
i0.81,-0.44,-3.56
u2,5710,98.45
i0.81,-0.44,-3.56
u3,0,0.00
i0.69,-0.38,-3.50
u4,0,0.00
i0.63,-0.38,-3.44
u5,2125,36.64
i0.63,-0.31,-3.44
u6,0,0.00
i0.50,-0.31,-3.44
u7,0,0.00
i0.50,-0.31,-3.44
u0,0,0.00
i0.50,-0.31,-3.50
u1,1331,22.95
i0.44,-0.31,-3.44
u2,4640,80.00
i0.44,-0.31,-3.50
u3,1484,25.59
i0.69,-0.38,-3.56
u4,3347,57.71
i0.88,-0.38,-3.56
u5,2125,36.64
i0.81,-0.38,-3.56
u6,0,0.00
i0.69,-0.38,-3.50
u7,0,0.00
i0.44,-0.31,-3.50
u0,19537,336.84
i0.25,-0.31,-3.44
u1,1339,23.09
i0.25,-0.31,-3.44
u2,4915,84.74
i0.31,-0.31,-3.50
u3,1646,28.38
i0.44,-0.31,-3.50
u4,0,0.00
i0.38,-0.31,-3.44
u5,2122,36.59
i0.13,-0.31,-3.44
u6,0,0.00
i0.06,-0.31,-3.44
u7,0,0.00
i0.19,-0.38,-3.38
u0,19294,332.66
i0.31,-0.38,-3.38
u1,1355,23.36
i0.38,-0.38,-3.31
u2,4624,79.72
i0.44,-0.38,-3.31
u3,1909,32.91
i0.44,-0.38,-3.38
u4,3110,53.62
i0.38,-0.38,-3.31
u5,2125,36.64
i0.38,-0.38,-3.31
u6,0,0.00
i0.38,-0.38,-3.31
u7,0,0.00
i0.25,-0.38,-3.31
u0,19097,329.26
i0.25,-0.38,-3.25
u1,1366,23.55
i0.25,-0.31,-3.25
u2,5219,89.98
i0.25,-0.31,-3.13
u3,5896,101.66
i0.06,-0.31,-3.06
u4,0,0.00
i359.88,-0.25,-3.06
u5,2123,36.60
i359.94,-0.25,-3.06
u6,0,0.00
i0.00,-0.25,-3.06
u7,0,0.00
i0.06,-0.25,-3.06
u0,18862,325.21
i0.25,-0.31,-3.00
u1,1378,23.76
i0.38,-0.25,-2.94
u2,4387,75.64
i0.44,-0.25,-2.94
u3,1855,31.98
i0.44,-0.25,-2.88
u4,7051,121.57
i0.44,-0.19,-2.81
u5,2098,36.17
i0.31,-0.19,-2.75
u6,0,0.00
i0.13,-0.19,-2.75
u7,0,0.00
i0.06,-0.19,-2.69
u0,18569,320.16
i359.94,-0.19,-2.69
u1,1394,24.03
i359.88,-0.19,-2.69
u2,5381,92.78
i0.06,-0.19,-2.69
u3,2129,36.71
i0.31,-0.19,-2.69
u4,4696,80.97
i0.19,-0.19,-2.63
u5,2116,36.48
i0.06,-0.19,-2.63
u6,0,0.00
i0.06,-0.19,-2.63
u7,0,0.00
i0.06,-0.19,-2.69
u0,18481,318.64
i0.00,-0.19,-2.69
u1,1405,24.22
i0.00,-0.19,-2.69
u2,4861,83.81
i0.00,-0.19,-2.63
u3,0,0.00
i0.13,-0.19,-2.63
u4,3448,59.45
i0.13,-0.19,-2.63
u5,2092,36.07
i359.94,-0.13,-2.63
u6,0,0.00
i0.00,-0.19,-2.63
u7,0,0.00
i0.00,-0.19,-2.63
u0,18281,315.19
i359.94,-0.13,-2.63
u1,1402,24.17
i359.88,-0.06,-2.63
u2,5066,87.34
i359.75,-0.06,-2.63
u3,1621,27.95
i359.44,-0.06,-2.63
u4,3539,61.02
i359.31,-0.06,-2.63
u5,2087,35.98
i359.44,-0.13,-2.69
u6,0,0.00
i359.44,-0.13,-2.69
u7,0,0.00
i359.63,-0.13,-2.75
u0,17956,309.59
i359.69,-0.13,-2.75
u1,1418,24.45
i359.69,-0.13,-2.75
u2,4936,85.10
i359.75,-0.13,-2.81
u3,1783,30.74
i359.88,-0.13,-2.81
u4,5837,100.64
i359.75,-0.19,-2.81
u5,2111,36.40
i359.69,-0.19,-2.81
u6,0,0.00
i359.63,-0.19,-2.75
u7,0,0.00
i359.63,-0.19,-2.75
u0,11851,204.33
i359.69,-0.19,-2.75
u1,1427,24.60
i359.69,-0.19,-2.75
u2,5330,91.90
i359.69,-0.19,-2.81
u3,2030,35.00
i359.94,-0.19,-2.81
u4,4300,74.14
i0.00,-0.19,-2.81
u5,2092,36.07
i359.88,-0.19,-2.81
u6,0,0.00
i359.81,-0.19,-2.81
u7,0,0.00
i359.75,-0.19,-2.75
u0,11651,200.88
i359.75,-0.25,-2.75
u1,1438,24.79
i359.75,-0.25,-2.81
u2,5399,93.09
i359.81,-0.25,-2.81
u3,1994,34.38
i359.75,-0.25,-2.81
u4,3313,57.12
i359.81,-0.19,-2.81
u5,2116,36.48
i359.88,-0.19,-2.88
u6,20591,355.02
i359.94,-0.19,-2.88
u7,0,0.00
i0.00,-0.19,-2.88
u0,13679,235.84
i0.06,-0.19,-2.88
u1,1438,24.79
i359.94,-0.19,-2.81
u2,4586,79.07
i359.75,-0.19,-2.81
u3,0,0.00
i359.44,-0.19,-2.81
u4,4444,76.62
i359.19,-0.13,-2.81
u5,2090,36.03
i359.19,-0.13,-2.88
u6,20624,355.59
i359.25,-0.19,-2.94
u7,0,0.00
i359.44,-0.25,-2.94
u0,13531,233.29
i359.94,-0.31,-2.94
u1,1441,24.84
i0.13,-0.31,-3.00
u2,3097,53.40
i0.19,-0.31,-3.00
u3,1645,28.36
i0.06,-0.31,-3.00
u4,3206,55.28
i0.00,-0.25,-2.94
u5,2119,36.53
i359.94,-0.25,-2.88
u6,20477,353.05
i359.94,-0.25,-2.94
u7,0,0.00
i0.06,-0.31,-3.00
u0,13318,229.62
i0.13,-0.25,-2.88
u1,1448,24.97
i359.75,-0.25,-2.75
u2,4517,77.88
i359.56,-0.19,-2.75
u3,1915,33.02
i359.69,-0.19,-2.75
u4,3116,53.72
i359.69,-0.19,-2.75
u5,2117,36.50
i359.69,-0.19,-2.69
u6,20188,348.07
i359.50,-0.19,-2.69
u7,0,0.00
i359.69,-0.19,-2.75
u0,10786,185.97
i359.81,-0.19,-2.75
u1,1447,24.95
i359.88,-0.19,-2.75
u2,3284,56.62
i359.88,-0.19,-2.75
u3,2134,36.79
i359.94,-0.19,-2.75
u4,4297,74.09
i359.88,-0.19,-2.75
u5,2099,36.19
i359.88,-0.19,-2.75
u6,19708,339.79
i359.88,-0.19,-2.75
u7,0,0.00
i359.81,-0.19,-2.81
u0,10516,181.31
i359.75,-0.19,-2.81
u1,1451,25.02
i359.75,-0.19,-2.81
u2,4946,85.28
i359.75,-0.19,-2.75
u3,2506,43.21
i359.81,-0.19,-2.75
u4,0,0.00
i0.00,-0.19,-2.75
u5,2125,36.64
i359.94,-0.19,-2.69
u6,17188,296.34
i359.69,-0.19,-2.69
u7,0,0.00
i359.63,-0.19,-2.69
u0,10345,178.36
i359.69,-0.19,-2.75
u1,1462,25.21
i359.94,-0.19,-2.75
u2,6260,107.93
i359.94,-0.19,-2.69
u3,0,0.00
i359.63,-0.19,-2.69
u4,4496,77.52
i359.63,-0.19,-2.69
u5,2126,36.66
i359.69,-0.19,-2.69
u6,17044,293.86
i359.69,-0.19,-2.56
u7,0,0.00
i359.69,-0.25,-2.50
u0,10205,175.95
i359.75,-0.25,-2.44
u1,1442,24.86
i359.69,-0.25,-2.44
u2,4901,84.50
i359.69,-0.25,-2.50
u3,2000,34.48
i359.69,-0.25,-2.50
u4,5719,98.60
i359.69,-0.25,-2.56
u5,2125,36.64
i359.69,-0.25,-2.56
u6,17071,294.33
i359.69,-0.25,-2.56
u7,0,0.00
i359.69,-0.25,-2.56
u0,10112,174.34
i359.69,-0.25,-2.56
u1,1435,24.74
i359.69,-0.25,-2.56
u2,5722,98.66
i359.69,-0.25,-2.56
u3,1799,31.02
i359.63,-0.25,-2.63
u4,4381,75.53
i359.50,-0.25,-2.63
u5,2125,36.64
i359.63,-0.25,-2.63
u6,17045,293.88
i359.69,-0.25,-2.63
u7,0,0.00
i359.69,-0.25,-2.63
u0,10205,175.95
i359.63,-0.25,-2.63
u1,1444,24.90
i359.63,-0.25,-2.63
u2,5389,92.91
i359.56,-0.25,-2.63
u3,1796,30.97
i359.56,-0.31,-2.69
u4,15310,263.97
i359.69,-0.31,-2.69
u5,2128,36.69
i359.88,-0.31,-2.88
u6,17012,293.31
i0.00,-0.31,-2.94
u7,0,0.00
i359.88,-0.31,-2.94
u0,10048,173.24
i359.88,-0.31,-2.94
u1,1447,24.95
i359.88,-0.25,-2.94
u2,4822,83.14
i359.88,-0.25,-3.00
u3,0,0.00
i359.94,-0.31,-2.94
u4,3325,57.33
i0.00,-0.31,-2.94
u5,2108,36.34
i0.06,-0.31,-2.94
u6,16663,287.29
i0.00,-0.31,-2.88
u7,0,0.00
i0.06,-0.31,-2.94
u0,9856,169.93
i0.00,-0.31,-3.00
u1,1445,24.91
i0.06,-0.38,-2.94
u2,4577,78.91
i0.13,-0.38,-2.94
u3,2345,40.43
i0.13,-0.38,-2.94
u4,0,0.00
i0.13,-0.38,-2.94
u5,2111,36.40
i0.19,-0.31,-2.81
u6,16414,283.00
i0.19,-0.31,-2.81
u7,0,0.00
i0.13,-0.31,-2.88
u0,11755,202.67
i0.19,-0.31,-2.81
u1,1465,25.26
i0.13,-0.31,-2.81
u2,6076,104.76
i0.13,-0.31,-2.81
u3,2813,48.50
i0.13,-0.31,-2.81
u4,3775,65.09
i0.13,-0.31,-2.81
u5,2111,36.40
i0.13,-0.31,-2.81
u6,16270,280.52
i0.13,-0.31,-2.81
u7,0,0.00
i0.13,-0.31,-2.81
u0,9497,163.74
i0.13,-0.31,-2.81
u1,1480,25.52
i0.19,-0.31,-2.81
u2,4972,85.72
i0.19,-0.31,-2.81
u3,2968,51.17
i0.19,-0.31,-2.81
u4,0,0.00
i0.13,-0.31,-2.81
u5,2108,36.34
i0.06,-0.31,-2.81
u6,16306,281.14
i0.13,-0.31,-2.81
u7,0,0.00
i0.13,-0.31,-2.81
u0,9392,161.93
i0.25,-0.31,-2.81
u1,1459,25.16
i0.25,-0.38,-2.81
u2,4982,85.90
i0.19,-0.31,-2.81
u3,3097,53.40
i0.19,-0.31,-2.81
u4,4192,72.28
i0.19,-0.31,-2.75
u5,2101,36.22
i0.25,-0.31,-2.75
u6,18347,316.33
i0.25,-0.31,-2.75
u7,0,0.00
i0.19,-0.31,-2.75
u0,11384,196.28
i0.25,-0.31,-2.75
u1,1468,25.31
i0.31,-0.31,-2.75
u2,5281,91.05
i0.25,-0.31,-2.75
u3,3571,61.57
i0.25,-0.25,-2.69
u4,4096,70.62
i0.06,-0.25,-2.69
u5,2128,36.69
i0.13,-0.25,-2.69
u6,18209,313.95
i0.06,-0.25,-2.69
u7,0,0.00
i0.19,-0.25,-2.69
u0,11794,203.34
i0.31,-0.25,-2.69
u1,1477,25.47
i0.25,-0.25,-2.56
u2,4703,81.09
i0.19,-0.31,-2.56
u3,3218,55.48
i0.19,-0.31,-2.56
u4,4937,85.12
i0.19,-0.31,-2.63
u5,2128,36.69
i0.19,-0.31,-2.63
u6,18203,313.84
i0.19,-0.31,-2.63
u7,0,0.00
i0.19,-0.31,-2.63
u0,11581,199.67
i0.19,-0.31,-2.69
u1,1475,25.43
i0.19,-0.31,-2.69
u2,5050,87.07
i0.19,-0.31,-2.69
u3,2411,41.57
i0.19,-0.31,-2.69
u4,4633,79.88
i0.19,-0.31,-2.69
u5,2129,36.71
i0.19,-0.31,-2.69
u6,18211,313.98
i0.19,-0.31,-2.69
u7,0,0.00
i0.19,-0.38,-2.69
u0,11573,199.53
i0.19,-0.38,-2.69
u1,1471,25.36
i0.19,-0.38,-2.69
u2,5263,90.74
i0.19,-0.38,-2.75
u3,2306,39.76
i0.19,-0.38,-2.75
u4,4333,74.71
i0.19,-0.38,-2.75
u5,2129,36.71
i0.19,-0.38,-2.75
u6,18203,313.84
i0.19,-0.38,-2.75
u7,0,0.00
i0.19,-0.38,-2.75
u0,11501,198.29
i0.19,-0.38,-2.75
u1,1486,25.62
i0.25,-0.38,-2.81
u2,4519,77.91
i0.19,-0.38,-2.81
u3,2405,41.47
i0.13,-0.38,-2.88
u4,4579,78.95
i0.19,-0.44,-3.00
u5,2129,36.71
i0.06,-0.38,-3.06
u6,18085,311.81
