u1,1184,20.41
i0.00,0.00,0.00
0
i0.00,0.00,0.00
u5,3575,61.64
i0.00,0.00,0.00
00
u2,10645,183.53
i0.00,0.00,0.00
u3,325,5.60
i0.00,0.00,0.00
u4,0,0.00
i0.00,0.00,0.00
u5,3575,61.64
i0.00,0.00,0.00
u0,0,0.00
i359.69,-1.50,-4.38
u1,5,0.09
i359.69,-1.50,-4.38
u2,503,8.67
i359.69,-1.44,-4.31
u3,256,4.41
i359.63,-1.44,-4.31
u4,9038,155.83
i359.63,-1.44,-4.31
u5,3575,61.64
i359.63,-1.44,-4.31
u6,4132,71.24
i359.63,-1.38,-4.31
u7,0,0.00
i359.63,-1.38,-4.25
u0,397,6.84
i359.63,-1.38,-4.25
u1,386,6.66
i359.63,-1.38,-4.25
u2,10664,183.86
i359.63,-1.38,-4.25
u3,403,6.95
i359.63,-1.38,-4.25
u4,9125,157.33
i359.63,-1.38,-4.25
u5,3575,61.64
i359.63,-1.38,-4.25
u6,0,0.00
i359.56,-1.31,-4.31
u7,0,0.00
i359.56,-1.31,-4.31
u0,0,0.00
i359.50,-1.31,-4.25
u1,530,9.14
i359.44,-1.31,-4.25
u2,10691,184.33
i359.38,-1.25,-4.19
u3,403,6.95
i359.38,-1.25,-4.19
u4,9089,156.71
i359.38,-1.25,-4.19
u5,3568,61.52
i359.38,-1.25,-4.19
u6,18017,310.64
i359.38,-1.25,-4.13
u7,0,0.00
i359.38,-1.25,-4.13
u0,398,6.86
i359.25,-1.25,-4.19
u1,503,8.67
i359.25,-1.25,-4.19
u2,10114,174.38
i359.25,-1.25,-4.19
u3,11290,194.66
i359.19,-1.19,-4.19
u4,8185,141.12
i359.19,-1.19,-4.19
u5,3586,61.83
i359.00,-1.19,-4.19
u6,0,0.00
i358.94,-1.19,-4.19
u7,0,0.00
i358.81,-1.19,-4.19
u0,0,0.00
i358.69,-1.19,-4.19
u1,485,8.36
i358.50,-1.13,-4.13
u2,10238,176.52
i358.44,-1.13,-4.13
u3,6854,118.17
i358.31,-1.13,-4.13
u4,16184,279.03
i358.25,-1.13,-4.13
u5,3574,61.62
i358.19,-1.13,-4.06
u6,0,0.00
i358.06,-1.13,-4.06
u7,0,0.00
i358.00,-1.13,-4.06
u0,404,6.97
i357.94,-1.13,-4.06
u1,680,11.72
i357.88,-1.06,-4.06
u2,10495,180.95
i357.81,-1.06,-4.06
u3,12071,208.12
i357.75,-1.06,-4.06
u4,10019,172.74
i357.69,-1.06,-4.06
u5,3586,61.83
i357.63,-1.06,-4.06
u6,4210,72.59
i357.50,-1.06,-4.06
u7,0,0.00
i357.44,-1.06,-4.06
u0,0,0.00
i357.31,-1.06,-4.06
u1,458,7.90
i357.13,-1.06,-4.00
u2,1565,26.98
i357.13,-1.06,-4.00
u3,611,10.53
i357.06,-1.06,-4.00
u4,0,0.00
i356.94,-1.06,-4.00
u5,3565,61.47
i356.88,-1.06,-4.00
u6,20297,349.95
i356.75,-1.06,-4.00
u7,0,0.00
i356.63,-1.06,-3.94
u0,18601,320.71
i356.56,-1.06,-3.94
u1,449,7.74
i356.38,-1.06,-3.94
u2,10933,188.50
i356.25,-1.06,-3.88
u3,305,5.26
i356.19,-1.00,-3.88
u4,6659,114.81
i356.13,-1.06,-3.81
u5,3568,61.52
i356.13,-1.00,-3.81
u6,19999,344.81
i356.13,-1.00,-3.81
u7,0,0.00
i356.13,-1.00,-3.75
u0,8902,153.48
i356.13,-1.00,-3.75
u1,1550,26.72
i356.13,-1.00,-3.69
u2,2675,46.12
i356.13,-0.94,-3.56
u3,281,4.84
i356.13,-0.94,-3.63
u4,0,0.00
i356.13,-0.94,-3.63
u5,3589,61.88
i356.06,-0.94,-3.56
u6,19673,339.19
i356.06,-0.94,-3.56
u7,0,0.00
i356.00,-0.94,-3.56
u0,9013,155.40
i355.88,-0.94,-3.56
u1,1562,26.93
i355.69,-0.94,-3.56
u2,11635,200.60
i355.44,-0.88,-3.56
u3,305,5.26
i355.25,-0.88,-3.56
u4,6290,108.45
i355.06,-0.81,-3.56
u5,3565,61.47
i354.94,-0.81,-3.56
u6,19226,331.48
i354.88,-0.81,-3.56
u7,0,0.00
i354.75,-0.81,-3.56
u0,8885,153.19
i354.69,-0.81,-3.56
u1,1870,32.24
i354.56,-0.75,-3.63
u2,12137,209.26
i354.50,-0.75,-3.63
u3,304,5.24
i354.44,-0.75,-3.69
u4,6601,113.81
i354.31,-0.75,-3.69
u5,3604,62.14
i354.31,-0.75,-3.63
u6,19310,332.93
i354.38,-0.75,-3.63
u7,0,0.00
i354.44,-0.75,-3.63
u0,17311,298.47
i354.19,-0.69,-3.63
u1,802,13.83
i354.06,-0.69,-3.56
u2,0,0.00
i354.13,-0.69,-3.50
u3,254,4.38
i354.31,-0.69,-3.56
u4,8875,153.02
i354.38,-0.69,-3.56
u5,3607,62.19
i354.25,-0.69,-3.56
u6,21463,370.05
i354.25,-0.69,-3.56
u7,0,0.00
i354.25,-0.69,-3.56
u0,0,0.00
i354.25,-0.63,-3.56
u1,1693,29.19
i354.13,-0.63,-3.56
u2,0,0.00
i354.13,-0.63,-3.50
u3,283,4.88
i354.13,-0.63,-3.50
u4,9040,155.86
i354.13,-0.63,-3.50
u5,3599,62.05
i354.00,-0.63,-3.44
u6,21086,363.55
i353.88,-0.63,-3.44
u7,0,0.00
i353.75,-0.63,-3.44
u0,8771,151.22
i353.75,-0.63,-3.44
u1,1679,28.95
i353.88,-0.63,-3.44
u2,1466,25.28
i353.94,-0.63,-3.44
u3,281,4.84
i353.88,-0.63,-3.44
u4,8494,146.45
i353.88,-0.63,-3.50
u5,3616,62.34
i353.81,-0.63,-3.50
u6,0,0.00
i353.69,-0.63,-3.50
u7,0,0.00
i353.56,-0.63,-3.56
u0,16663,287.29
i353.50,-0.63,-3.50
u1,1664,28.69
i353.44,-0.63,-3.50
u2,1693,29.19
i353.31,-0.63,-3.50
u3,281,4.84
i353.25,-0.63,-3.50
u4,9295,160.26
i353.25,-0.63,-3.50
u5,3632,62.62
i353.25,-0.63,-3.56
u6,20732,357.45
i353.19,-0.63,-3.56
u7,0,0.00
i353.19,-0.63,-3.56
u0,16379,282.40
i353.06,-0.63,-3.56
u1,1658,28.59
i353.13,-0.63,-3.50
u2,1853,31.95
i353.13,-0.63,-3.44
u3,281,4.84
i353.19,-0.63,-3.44
u4,0,0.00
i353.38,-0.63,-3.44
u5,3626,62.52
i353.50,-0.63,-3.44
u6,20575,354.74
i353.50,-0.63,-3.44
u7,0,0.00
i353.38,-0.63,-3.44
u0,16202,279.34
i353.31,-0.63,-3.50
u1,1639,28.26
i353.06,-0.63,-3.44
u2,1622,27.97
i353.13,-0.63,-3.44
u3,275,4.74
i353.13,-0.63,-3.44
u4,529,9.12
i353.13,-0.63,-3.50
u5,3659,63.09
i352.94,-0.56,-3.50
u6,20546,354.24
i352.81,-0.56,-3.56
u7,0,0.00
i352.56,-0.56,-3.50
u0,15308,263.93
i352.63,-0.56,-3.50
u1,1637,28.22
i352.69,-0.56,-3.44
u2,844,14.55
i352.69,-0.56,-3.38
u3,251,4.33
i352.94,-0.56,-3.31
u4,10016,172.69
i353.25,-0.63,-3.31
u5,3653,62.98
i353.13,-0.63,-3.31
u6,20327,350.47
i353.56,-0.63,-3.38
u7,0,0.00
i353.94,-0.63,-3.38
u0,15956,275.10
i353.88,-0.63,-3.38
u1,1565,26.98
i353.88,-0.63,-3.44
u2,6746,116.31
i354.00,-0.63,-3.63
u3,0,0.00
i354.13,-0.63,-4.00
u4,9215,158.88
i354.25,-0.56,-4.50
u5,3668,63.24
i354.31,-0.56,-5.44
u6,17084,294.55
i354.38,-0.56,-6.44
u7,0,0.00
i354.44,-0.56,-7.56
u0,15628,269.45
i354.44,-0.56,-8.81
u1,1517,26.16
i354.44,-0.56,-10.13
u2,1534,26.45
i354.44,-0.56,-11.75
u3,0,0.00
i354.50,-0.50,-13.31
u4,9296,160.28
i354.56,-0.50,-14.75
u5,3710,63.97
i354.56,-0.50,-16.13
u6,16673,287.47
i354.69,-0.56,-17.31
u7,0,0.00
i354.69,-0.56,-18.25
u0,15542,267.97
i354.69,-0.50,-19.13
u1,1493,25.74
i354.69,-0.50,-19.94
u2,0,0.00
i354.75,-0.56,-20.88
u3,697,12.02
i354.81,-0.56,-21.81
u4,0,0.00
i354.94,-0.63,-23.13
u5,3905,67.33
i355.13,-0.63,-24.31
u6,20134,347.14
i355.25,-0.63,-25.38
u7,0,0.00
i355.31,-0.63,-26.63
u0,15536,267.86
i355.31,-0.56,-27.88
u1,1480,25.52
i355.31,-0.56,-29.25
u2,0,0.00
i355.31,-0.56,-30.56
u3,0,0.00
i355.44,-0.63,-32.13
u4,0,0.00
i355.69,-0.69,-33.81
u5,3787,65.29
i355.81,-0.69,-35.56
u6,19876,342.69
i355.88,-0.63,-37.38
u7,0,0.00
i355.75,-0.56,-38.94
u0,16709,288.09
i355.75,-0.56,-40.19
u1,1492,25.72
i355.38,-0.38,-41.13
u2,0,0.00
i354.75,-0.19,-41.75
u3,0,0.00
i355.25,-0.38,-42.50
u4,0,0.00
i355.56,-0.56,-43.31
u5,3737,64.43
i355.63,-0.88,-43.75
u6,19655,338.88
i355.56,-0.81,-43.75
u7,0,0.00
i355.44,-0.69,-43.63
u0,15278,263.41
i355.44,-0.63,-43.63
u1,1523,26.26
i355.38,-0.56,-43.63
u2,0,0.00
i355.19,-0.44,-43.56
u3,0,0.00
i355.13,-0.44,-43.69
u4,0,0.00
i355.00,-0.38,-43.75
u5,3710,63.97
i354.81,-0.19,-43.63
u6,19613,338.16
i355.00,-0.13,-43.50
u7,0,0.00
i355.13,-0.19,-43.50
u0,15383,265.22
i355.31,-0.25,-43.50
u1,1541,26.57
i355.38,-0.25,-43.50
u2,0,0.00
i355.44,-0.25,-43.50
u3,0,0.00
i355.31,-0.13,-43.44
u4,0,0.00
i355.19,-0.06,-43.44
u5,3788,65.31
i355.06,-0.06,-43.44
u6,19490,336.03
